0	24408
64	36588
128	45972
192	55404
256	64356
320	73044
384	82104
448	90504
512	92688
576	100788
640	109164
704	117528
768	126528
832	135588
896	144420
960	153024
1024	162396
1088	174276
1152	183876
1216	193548
1280	202260
1344	211512
1408	215880
1472	224040
1536	232788
1600	241920
1664	250908
1728	258744
1792	269196
1856	276912
1920	285840
1984	293340
2048	304104
2112	312312
2176	321768
2240	329928
2304	339312
2368	346032
2432	356388
2496	366960
2560	375660
2624	384480
2688	391860
2752	398868
2816	410436
2880	419160
2944	427956
3008	436944
3072	445824
3136	453504
3200	461352
3264	471192
3328	481176
3392	487644
3456	497808
3520	506544
3584	517788
3648	525444
3712	530604
3776	540576
3840	550704
3904	559464
3968	565608
4032	577188
4096	586092
4160	596304
4224	605052
4288	612516
4352	622812
4416	631728
4480	636024
4544	665304
4608	672636
4672	681480
4736	672696
4800	683184
4864	690192
4928	699144
4992	711420
5056	716784
5120	723912
5184	730572
5248	763020
5312	772248
5376	764604
5440	788304
5504	780180
5568	793044
5632	794016
5696	808680
5760	811584
5824	824592
5888	833352
5952	844320
6016	850992
6080	857772
6144	889944
6208	873168
6272	888576
6336	895008
6400	903948
6464	912684
6528	923988
6592	935124
6656	939252
6720	952908
6784	954552
6848	965868
6912	1000812
6976	983508
7040	1021476
7104	1030536
7168	1009884
7232	1021440
7296	1032888
7360	1033824
7424	1042680
7488	1074564
7552	1060440
7616	1074588
7680	1075200
7744	1092156
7808	1098276
7872	1101504
7936	1113156
8000	1121916
8064	1127616
8128	1130856
8192	1151304
16384	2810920
32768	5186480
65536	10428120
131072	19524440
262144	38695120
524288	82600240
1048576	145510240
