0	1062720
32	1067472
64	1078860
96	1441680
128	1446696
160	1777404
192	1800816
224	2146068
256	2147052
288	2499648
320	2487708
352	2847156
384	2848188
416	3184788
448	2977836
480	3307980
512	4087752
544	3379596
576	4562124
608	3490260
640	5250456
672	3549696
704	5691096
736	3663300
768	6243312
800	3760584
832	6847836
864	3876876
896	7437036
928	3974676
960	8001432
992	4082796
1024	8594904
1056	4183800
1088	9152304
1120	4287792
1152	9690756
1184	4395960
1216	10281024
1248	4507020
1280	10815612
1312	4612020
1344	11421492
1376	4724184
1408	11997996
1440	4813140
1472	12626352
1504	4937604
1536	13230420
1568	5037060
1600	13785864
1632	5134464
1664	14388456
1696	5235996
1728	14950896
1760	5334660
1792	15437328
1824	5445696
1856	16037592
1888	5558436
1920	16542096
1952	5670444
1984	17180040
2016	5785044
2048	17764128
2080	5873484
2112	18417156
2144	5997168
2176	19036044
2208	6095748
2240	19575468
2272	6191112
2304	20187612
2336	6291444
2368	20756292
2400	6382992
2432	21222720
2464	6498552
2496	21779004
2528	6605772
2560	22269276
2592	6728520
2624	22909140
2656	6849780
2688	23518800
2720	6932712
2752	24224484
2784	7058544
2816	24836088
2848	7153848
2880	25372680
2912	7242816
2944	25992948
2976	7341828
3008	26511468
3040	7430928
3072	26965848
3104	7552104
3136	27530760
3168	7661832
3200	28007112
3232	7787112
3264	28688436
3296	7906692
3328	29270112
3360	7989552
3392	30024012
3424	8122128
3456	30624852
3488	8213604
3520	31144140
3552	8291040
3584	31811112
3616	8393160
3648	32348952
3680	8472564
3712	32725800
3744	8603736
3776	33288084
3808	8716068
3840	33729684
3872	8853240
3904	34410072
3936	8968788
3968	35026944
4000	9047568
4032	35768136
4064	9180840
4096	36433704
4128	9274848
4160	36920424
4192	9349632
4224	37584636
4256	9453060
4288	38082828
4320	9519096
4352	38495952
4384	9654120
4416	39001212
4448	9764964
4480	39468228
4512	9908628
4544	40224060
4576	10031784
4608	40803552
4640	10099236
4672	41580528
4704	10243116
4736	42237972
4768	10326816
4800	42698460
4832	10401816
4864	43409832
4896	10503828
4928	43904268
4960	10568676
4992	44220444
5024	10708824
5056	44822880
5088	10821324
5120	45194736
5152	10970652
5184	45957960
5216	11095596
5248	46503924
5280	11156340
5312	47418684
5344	11300580
5376	48054180
5408	11388768
5440	48513744
5472	11445612
5504	49187820
5536	11552496
5568	49713696
5600	11615688
5632	49998300
5664	11766828
5696	50595864
5728	11879124
5760	50916348
5792	12034308
5824	51713136
5856	12155964
5888	52303104
5920	12222276
5952	53072208
5984	12368772
6016	53839812
6048	12453264
6080	54265644
6112	12503064
6144	55009668
6176	12608868
6208	55472484
6240	12664788
6272	55712508
6304	12821160
6336	56355396
6368	12917580
6400	56672832
6432	13094628
6464	57489432
6496	13219476
6528	58008696
6560	13283604
6592	58924716
6624	13425504
6656	59614320
6688	13512480
6720	60043032
6752	13560096
6784	60824472
6816	13644432
6848	61260072
6880	13710228
6912	61516524
6944	13873440
6976	62140800
7008	13981008
7040	62409012
7072	14142996
7104	63125220
7136	14273292
7168	63834564
7200	14323308
7232	64755912
7264	14476260
7296	65431272
7328	14567328
7360	65882136
7392	14615304
7424	66637512
7456	14714820
7488	67041444
7520	14763732
7552	67243092
7584	14905596
7616	67843872
7648	15036876
7680	68120664
7712	15203628
7744	68902008
7776	15337452
7808	69579108
7840	15383676
7872	70517388
7904	15547920
7936	71242224
7968	15624192
8000	71694804
8032	15660120
8064	72417060
8096	15751548
8128	72787668
8160	15802164
8192	72951312
