0	163855
128	194960
256	236910
384	270283
512	312038
640	347548
768	383786
896	428366
1024	471269
1152	497086
1280	541951
1408	581227
1536	620623
1664	648699
1792	683475
1920	711975
2048	731094
2176	763054
2304	817628
2432	875409
2560	916511
2688	963191
2816	978666
2944	977448
3072	1027384
3200	1075473
3328	1146284
3456	1193355
3584	1223984
3712	1266058
3840	1302489
3968	1344782
4096	1358550
4224	1381692
4352	1467915
4480	1500816
4608	1539525
4736	1580711
4864	1601356
4992	1663594
5120	1686938
5248	1743880
5376	1784050
5504	1767777
5632	1787562
5760	1859874
5888	1905697
6016	1941498
6144	1946958
6272	1968821
6400	2053179
6528	2103882
6656	2098150
6784	2153497
6912	2207778
7040	2229063
7168	2257277
7296	2342784
7424	2381944
7552	2402910
7680	2363975
7808	2445412
7936	2482386
8064	2527296
8192	2570808
