0	52475616
128	62502048
256	72711840
384	82557576
512	70577304
640	80686344
768	90595320
896	100556736
1024	110812080
1152	120186528
1280	130969152
1408	140452608
1536	150366984
1664	160969488
1792	169942440
1920	181291272
2048	190347432
2176	200185152
2304	211663272
2432	219371568
2560	231664296
2688	240161688
2816	250208568
2944	261576744
3072	268979664
3200	281828160
3328	289951848
3456	300066048
3584	312038544
3712	318419640
3840	332318664
3968	339874200
4096	349748568
4224	362521536
4352	367880808
4480	382383240
4608	389716272
4736	399800016
4864	412214520
4992	417980184
5120	433557552
5248	439638720
5376	449334144
5504	462630048
5632	468538152
5760	483906456
5888	489142536
6016	499247208
6144	512795616
6272	516981168
6400	533642688
6528	539297976
6656	549285384
6784	563414088
6912	566857680
7040	582600792
7168	588764040
7296	598990296
7424	613394088
7552	616557000
7680	633276024
7808	638966352
7936	648549432
8064	663665808
8192	666210816
