0	212858
64	186018
128	309071
192	314091
256	460286
320	475001
384	628802
448	632748
512	789351
576	799322
640	958336
704	967394
768	1116790
832	1121761
896	1276061
960	1263790
1024	1416519
1088	1419446
1152	1580439
1216	1571406
1280	1713287
1344	1703227
1408	1850151
1472	1843427
1536	1975678
1600	1973026
1664	2129362
1728	2124533
1792	2276390
1856	2267684
1920	2430877
1984	2414164
2048	2589778
2112	2592278
2176	2732070
2240	2729897
2304	2897725
2368	2883008
2432	3021229
2496	3020049
2560	3174549
2624	3174916
2688	3322034
2752	3324854
2816	3465737
2880	3483641
2944	3636879
3008	3625852
3072	3774365
3136	3766697
3200	3905654
3264	3931062
3328	4059536
3392	4068187
3456	4203189
3520	4213020
3584	4364700
3648	4361165
3712	4519877
3776	4520918
3840	4655260
3904	4659783
3968	4809055
4032	4850425
4096	4963583
4160	4959677
4224	5102053
4288	5104326
4352	5270764
4416	5260945
4480	5420586
4544	5438029
4608	5580454
4672	5571699
4736	5727190
4800	5718002
4864	5867218
4928	5860173
4992	6006756
5056	6013184
5120	6169685
5184	6165814
5248	6311381
5312	6294714
5376	6454384
5440	6437998
5504	6590709
5568	6619395
5632	6742667
5696	6754037
5760	6912644
5824	6896293
5888	7036887
5952	7082078
6016	7196566
6080	7198464
6144	7343600
6208	7345712
6272	7491990
6336	7504596
6400	7652077
6464	7668312
6528	7816170
6592	7821766
6656	7943575
6720	7950987
6784	8098270
6848	8097567
6912	8247836
6976	8236961
7040	8424422
7104	8381789
7168	8596320
7232	8541159
7296	8696566
7360	8741123
7424	8850284
7488	8877516
7552	8998901
7616	9052915
7680	9145011
7744	9135981
7808	9285130
7872	9309896
7936	9441893
8000	9444126
8064	9601678
8128	9591218
8192	9753107
