0	52329552
64	57576864
128	62546496
192	67482312
256	72479496
320	77366568
384	82592736
448	65489712
512	70842672
576	75792528
640	80427072
704	85580472
768	90315840
832	96037176
896	100896696
960	105310992
1024	110531016
1088	115564512
1152	121142424
1216	126134784
1280	130545696
1344	135404376
1408	140536008
1472	146405520
1536	151300608
1600	155545968
1664	160106664
1728	165466944
1792	171671424
1856	176561376
1920	180561576
1984	185085504
2048	191065752
2112	196793520
2176	201869160
2240	205474680
2304	210265992
2368	215903640
2432	222021960
2496	226522296
2560	230330736
2624	234322368
2688	240757392
2752	247210200
2816	251686248
2880	255874368
2944	259718736
3008	265894392
3072	272923848
3136	277836744
3200	280338672
3264	284428992
3328	290995800
3392	297787248
3456	303020640
3520	306068352
3584	309361056
3648	316270080
3712	322858536
3776	327682440
3840	330530568
3904	334085016
3968	341047608
4032	348698016
4096	354010440
4160	355248192
4224	359474136
4288	365420352
4352	373324080
4416	378799968
4480	381265680
4544	383030808
4608	391792248
4672	399332976
4736	404278296
4800	405547536
4864	407673576
4928	417115344
4992	423739656
5056	429143208
5120	431762232
5184	434388576
5248	441186072
5312	448664400
5376	453849624
5440	455844000
5504	460121016
5568	465762624
5632	473310672
5696	479193000
5760	481789824
5824	484508616
5888	491369040
5952	500226360
6016	504047376
6080	506173272
6144	507808200
6208	516866856
6272	525412824
6336	530034720
6400	531590016
6464	532472760
6528	541119528
6592	549882000
6656	555223272
6720	556381680
6784	559346160
6848	566535432
6912	574484952
6976	580586280
7040	582986664
7104	583048848
7168	591329232
7232	600731976
7296	605067000
7360	605073216
7424	608419536
7488	615702360
7552	626101824
7616	631494912
7680	632246160
7744	631319928
7808	642262680
7872	649688328
7936	655179744
8000	656714664
8064	656738088
8128	667056384
