0	207554
64	187021
128	316717
192	304521
256	459380
320	468481
384	622706
448	624764
512	774201
576	789247
640	956415
704	952059
768	1111865
832	1117543
896	1269390
960	1270798
1024	1439285
1088	1427627
1152	1574121
1216	1568583
1280	1711868
1344	1703693
1408	1835323
1472	1844112
1536	2006965
1600	1983078
1664	2114169
1728	2137133
1792	2268598
1856	2279815
1920	2423907
1984	2406672
2048	2559135
2112	2574134
2176	2715292
2240	2722970
2304	2862195
2368	2859856
2432	3023327
2496	3009232
2560	3165961
2624	3157443
2688	3326950
2752	3316150
2816	3474850
2880	3455480
2944	3624246
3008	3634306
3072	3773022
3136	3759481
3200	3902988
3264	3919246
3328	4055997
3392	4069158
3456	4199548
3520	4217578
3584	4359723
3648	4353944
3712	4507011
3776	4502935
3840	4656310
3904	4656721
3968	4793831
4032	4796387
4096	4967584
4160	4954450
4224	5122177
4288	5107143
4352	5252948
4416	5255031
4480	5402069
4544	5414892
4608	5561991
4672	5555963
4736	5690410
4800	5704392
4864	5851679
4928	5858586
4992	6013888
5056	5991165
5120	6141311
5184	6154017
5248	6307030
5312	6307877
5376	6484175
5440	6465436
5504	6597805
5568	6597817
5632	6741964
5696	6757993
5760	6894019
5824	6916574
5888	7056618
5952	7050481
6016	7200379
6080	7190713
6144	7388003
6208	7385876
6272	7491614
6336	7512178
6400	7636433
6464	7646528
6528	7802288
6592	7825350
6656	7969513
6720	7941806
6784	8101214
6848	8085618
6912	8236328
6976	8255870
7040	8387333
7104	8405870
7168	8542603
7232	8558642
7296	8693820
7360	8681576
7424	8845800
7488	8846249
7552	9048182
7616	9048046
7680	9165922
7744	9148321
7808	9312385
7872	9283587
7936	9440059
8000	9465839
8064	9599537
8128	9598461
8192	9755083
