0	138438
64	148349
128	163133
192	176281
256	190289
320	204799
384	217975
448	231901
512	246084
576	260074
640	273004
704	287020
768	301436
832	316441
896	329013
960	345525
1024	359172
1088	371636
1152	386138
1216	400991
1280	415234
1344	428837
1408	443236
1472	458102
1536	472143
1600	484762
1664	498900
1728	512452
1792	525737
1856	540562
1920	555112
1984	568785
2048	584251
2112	597606
2176	610639
2240	626371
2304	641458
2368	653610
2432	670099
2496	681288
2560	695315
2624	710668
2688	723955
2752	737923
2816	752103
2880	762464
2944	775675
3008	790857
3072	801795
3136	817275
3200	835443
3264	846724
3328	861723
3392	874231
3456	887640
3520	901909
3584	915829
3648	930615
3712	947506
3776	958498
3840	972302
3904	989129
3968	1004038
4032	1018943
4096	1028052
4160	1040803
4224	1056970
4288	1073575
4352	1087166
4416	1110423
4480	1111267
4544	1125438
4608	1140234
4672	1153235
4736	1166449
4800	1179024
4864	1191562
4928	1205369
4992	1218846
5056	1234679
5120	1250208
5184	1262591
5248	1276233
5312	1292546
5376	1307729
5440	1322220
5504	1335771
5568	1359812
5632	1367697
5696	1379332
5760	1395445
5824	1409862
5888	1423002
5952	1434315
6016	1445988
6080	1465117
6144	1477046
6208	1493184
6272	1501475
6336	1516013
6400	1529833
6464	1548924
6528	1570864
6592	1578174
6656	1592451
6720	1601240
6784	1611568
6848	1632011
6912	1650073
6976	1661051
7040	1673522
7104	1685840
7168	1698474
7232	1715793
7296	1727655
7360	1742764
7424	1756625
7488	1771413
7552	1792039
7616	1804096
7680	1815822
7744	1827487
7808	1840950
7872	1856426
7936	1877420
8000	1888738
8064	1902218
8128	1913074
8192	1927308
