0	1059660
64	1070676
128	1432692
192	1779924
256	2117916
320	2455584
384	2800752
448	3149712
512	3486192
576	3820320
640	4159344
704	4498740
768	4834716
832	5173392
896	5339688
960	6185004
1024	6448044
1088	6828564
1152	7168332
1216	7432920
1280	7764948
1344	8196900
1408	8470416
1472	8756220
1536	9091860
1600	9442032
1664	9777360
1728	10104408
1792	10433964
1856	10785324
1920	11124420
1984	11452884
2048	11778012
2112	12124164
2176	12474600
2240	12793488
2304	13120188
2368	13484820
2432	13810296
2496	14122500
2560	14470020
2624	14830524
2688	15162900
2752	15479064
2816	15812916
2880	16156992
2944	16506768
3008	16811736
3072	17153712
3136	17520324
3200	17848668
3264	18167172
3328	18498660
3392	18849204
3456	19200156
3520	19501152
3584	19828464
3648	20201676
3712	20547156
3776	20852760
3840	21170916
3904	21550836
3968	21893652
4032	22199208
4096	22530480
4160	22905864
4224	23230692
4288	23532156
4352	23890680
4416	24248520
4480	24580248
4544	24891720
4608	25222956
4672	25593600
4736	25919604
4800	26240076
4864	26558304
4928	26927712
4992	27295872
5056	27581748
5120	27900576
5184	28289796
5248	28626432
5312	28918440
5376	29250120
5440	29616984
5504	29978772
5568	30264960
5632	30607740
5696	30975708
5760	31318284
5824	31599984
5888	31914540
5952	32342220
6016	32668488
6080	32944704
6144	33262572
6208	33680832
6272	34006092
6336	34291020
6400	34617048
6464	35025600
6528	35371320
6592	35630916
6656	35971236
6720	36357120
6784	36713736
6848	36980460
6912	37292688
6976	37692360
7040	38052948
7104	38316360
7168	38670456
7232	39039984
7296	39389100
7360	39656124
7424	39996348
7488	40414908
7552	40741080
7616	40987476
7680	41349900
7744	41738772
7808	42083424
7872	42369108
7936	42699924
8000	43095756
8064	43455012
8128	43680468
8192	44021016
